"","id","name","gender","birthdate","birthplace","deathdate","deathplace","category","year","share","overallmotivation","motivation","affiliations","adjustedBirthdate","decadeFloor","decadeCeiling"
"782",831,"Roger Y. Tsien","male","1952-02-01","New York NY USA","2016-08-24","Eugene OR USA","Chemistry",2008,"1/3","","for the discovery and development of the green fluorescent protein GFP","University of California; San Diego CA USA; Howard Hughes Medical Institute; N/A",1952-02-01,2000,2009
"783",456,"Rolf M. Zinkernagel","male","1944-01-06","Basel Switzerland","","","Physiology or Medicine",1996,"1/2","","for their discoveries concerning the specificity of the cell mediated immune defence","University of Zurich Institute of Experimental Immunology; Zurich Switzerland",1944-01-06,1990,1999
"784",584,"Romain Rolland","male","1866-01-29","Clamecy France","1944-12-30","Vézelay France","Literature",1915,"1","","as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings","",1866-01-29,1910,1919
"785",234,"Ronald G.W. Norrish","male","1897-11-09","Cambridge United Kingdom","1978-06-07","Cambridge United Kingdom","Chemistry",1967,"1/4","","for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy","Institute of Physical Chemistry; Cambridge United Kingdom",1897-11-09,1960,1969
"786",707,"Ronald H. Coase","male","1910-12-29","Willesden United Kingdom","2013-09-02","Chicago IL USA","Economic Sciences",1991,"1","","for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy","University of Chicago; Chicago IL USA",1910-12-29,1990,1999
"787",294,"Ronald Ross","male","1857-05-13","Almora India","1932-09-16","Putney Heath United Kingdom","Physiology or Medicine",1902,"1","","for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it","University College; Liverpool United Kingdom",1857-05-13,1900,1909
"788",413,"Rosalyn Yalow","female","1921-07-19","New York NY USA","2011-05-30","New York NY USA","Physiology or Medicine",1977,"1/2","","for the development of radioimmunoassays of peptide hormones","Veterans Administration Hospital; Bronx NY USA",1921-07-19,1970,1979
"789",791,"Roy J. Glauber","male","1925-09-01","New York NY USA","2018-12-26","Newton MA USA","Physics",2005,"1/2","","for his contribution to the quantum theory of optical coherence","Harvard University; Cambridge MA USA",1925-09-01,2000,2009
"790",578,"Rudolf Eucken","male","1846-01-05","Aurich East Friesland (now Germany)","1926-09-14","Jena Germany","Literature",1908,"1","","in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life","",1846-01-05,1900,1909
"791",76,"Rudolf Mössbauer","male","1929-01-31","Munich Germany","2011-09-14","N/A","Physics",1961,"1/2","","for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name","Technical University; Munich Germany; California Institute of Technology (Caltech); Pasadena CA USA",1929-01-31,1960,1969
"792",277,"Rudolph A. Marcus","male","1923-07-21","Montreal Canada","","","Chemistry",1992,"1","","for his contributions to the theory of electron transfer reactions in chemical systems","California Institute of Technology (Caltech); Pasadena CA USA",1923-07-21,1990,1999
"793",577,"Rudyard Kipling","male","1865-12-30","Bombay British India (now Mumbai India)","1936-01-18","London United Kingdom","Literature",1907,"1","","in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author","",1865-12-30,1900,1909
"794",143,"Russell A. Hulse","male","1950-11-28","New York NY USA","","","Physics",1993,"1/2","","for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation","Princeton University; Princeton NJ USA",1950-11-28,1990,1999
"795",742,"Ryoji Noyori","male","1938-09-03","Kobe Japan","","","Chemistry",2001,"1/4","","for their work on chirally catalysed hydrogenation reactions","Nagoya University; Nagoya Japan",1938-09-03,2000,2009
"796",631,"Saint-John Perse","male","1887-05-31","Pointe-à-Pitre Guadeloupe Island","1975-09-20","Presqu'île-de-Giens France","Literature",1960,"1","","for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time","",1887-05-31,1960,1969
"797",393,"Salvador E. Luria","male","1912-08-13","Turin Italy","1991-02-06","Lexington MA USA","Physiology or Medicine",1969,"1/3","","for their discoveries concerning the replication mechanism and the genetic structure of viruses","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1912-08-13,1960,1969
"798",630,"Salvatore Quasimodo","male","1901-08-20","Modica Italy","1968-06-14","Naples Italy","Literature",1959,"1","","for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times","",1901-08-20,1950,1959
"799",643,"Samuel Beckett","male","1906-04-13","Dublin Ireland","1989-12-22","Paris France","Literature",1969,"1","","for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation","",1906-04-13,1960,1969
"800",106,"Samuel C.C. Ting","male","1936-01-27","Ann Arbor MI USA","","","Physics",1976,"1/2","","for their pioneering work in the discovery of a heavy elementary particle of a new kind","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1936-01-27,1970,1979
"801",299,"Santiago Ramón y Cajal","male","1852-05-01","Petilla de Aragón Spain","1934-10-17","Madrid Spain","Physiology or Medicine",1906,"1/2","","in recognition of their work on the structure of the nervous system","Madrid University; Madrid Spain",1852-05-01,1900,1909
"802",917,"Satoshi &#332;mura","male","1935-07-12","Yamanashi Prefecture Japan","","","Physiology or Medicine",2015,"1/4","","for their discoveries concerning a novel therapy against infections caused by roundworm parasites","Kitasato University; Tokyo Japan",1935-07-12,2010,2019
"803",652,"Saul Bellow","male","1915-06-10","Montreal Canada","2005-04-05","Brookline MA USA","Literature",1976,"1","","for the human understanding and subtle analysis of contemporary culture that are combined in his work","",1915-06-10,1970,1979
"804",864,"Saul Perlmutter","male","1959-00-00","Champaign-Urbana IL USA","","","Physics",2011,"1/2","","for the discovery of the accelerating expansion of the Universe through observations of distant supernovae","Lawrence Berkeley National Laboratory; Berkeley CA USA; University of California; Berkeley CA USA",1959-01-01,2010,2019
"805",672,"Seamus Heaney","male","1939-04-13","Casteldàwson Northern Ireland","2013-08-30","Dublin Ireland","Literature",1995,"1","","for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past","",1939-04-13,1990,1999
"806",532,"Seán MacBride","male","1904-01-26","Paris France","1988-01-15","Dublin Ireland","Peace",1974,"1/2","","for his efforts to secure and develop human rights throughout the world","",1904-01-26,1970,1979
"807",579,"Selma Lagerlöf","female","1858-11-20","Mårbacka Sweden","1940-03-16","Mårbacka Sweden","Literature",1909,"1","","in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings","",1858-11-20,1900,1909
"808",353,"Selman A. Waksman","male","1888-07-22","Priluka Russian Empire (now Nova Pryluka Ukraine)","1973-08-16","Hyannis MA USA","Physiology or Medicine",1952,"1","","for his discovery of streptomycin the first antibiotic effective against tuberculosis","Rutgers University; New Brunswick NJ USA",1888-07-22,1950,1959
"809",876,"Serge Haroche","male","1944-09-11","Casablanca Morocco","","","Physics",2012,"1/2","","for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems","Collège de France; Paris France; École Normale Supérieure; Paris France",1944-09-11,2010,2019
"810",367,"Severo Ochoa","male","1905-09-24","Luarca Spain","1993-11-01","Madrid Spain","Physiology or Medicine",1959,"1/2","","for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid","New York University College of Medicine; New York NY USA",1905-09-24,1950,1959
"811",113,"Sheldon Glashow","male","1932-12-05","New York NY USA","","","Physics",1979,"1/3","","for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current","Harvard University Lyman Laboratory; Cambridge MA USA",1932-12-05,1970,1979
"812",558,"Shimon Peres","male","1923-08-16","Vishneva Poland (now Belarus)","2016-09-28","Tel Aviv Israel","Peace",1994,"1/3","","for their efforts to create peace in the Middle East","",1923-08-16,1990,1999
"813",875,"Shinya Yamanaka","male","1962-09-04","Osaka Japan","","","Physiology or Medicine",2012,"1/2","","for the discovery that mature cells can be reprogrammed to become pluripotent","Kyoto University; Kyoto Japan; Gladstone Institutes; San Francisco CA USA",1962-09-04,2010,2019
"814",773,"Shirin Ebadi","female","1947-06-21","Hamadan Iran","","","Peace",2003,"1","","for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children","",1947-06-21,2000,2009
"815",639,"Shmuel Agnon","male","1888-07-17","Buczacz Austria-Hungary (now Buchach Ukraine)","1970-02-17","Rehovot Israel","Literature",1966,"1/2","","for his profoundly characteristic narrative art with motifs from the life of the Jewish people","",1888-07-17,1960,1969
"816",908,"Shuji Nakamura","male","1954-05-22","Ikata Japan","","","Physics",2014,"1/3","","for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources","University of California; Santa Barbara CA USA",1954-05-22,2010,2019
"817",273,"Sidney Altman","male","1939-05-07","Montreal Canada","","","Chemistry",1989,"1/2","","for their discovery of catalytic properties of RNA","Yale University; New Haven CT USA",1939-05-07,1980,1989
"818",601,"Sigrid Undset","female","1882-05-20","Kalundborg Denmark","1949-06-10","Lillehammer Norway","Literature",1928,"1","","principally for her powerful descriptions of Northern life during the Middle Ages","",1882-05-20,1920,1929
"819",680,"Simon Kuznets","male","1901-04-30","Pinsk Russian Empire (now Belarus)","1985-07-08","Cambridge MA USA","Economic Sciences",1971,"1","","for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development","Harvard University; Cambridge MA USA",1901-04-30,1970,1979
"820",125,"Simon van der Meer","male","1925-11-24","the Hague the Netherlands","2011-03-04","Geneva Switzerland","Physics",1984,"1/2","","for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction","CERN; Geneva Switzerland",1925-11-24,1980,1989
"821",84,"Sin-Itiro Tomonaga","male","1906-03-31","Kyoto Japan","1979-07-08","Tokyo Japan","Physics",1965,"1/3","","for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles","Tokyo University of Education; Tokyo Japan",1906-03-31,1960,1969
"822",603,"Sinclair Lewis","male","1885-02-07","Sauk Centre MN USA","1951-01-10","Rome Italy","Literature",1930,"1","","for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters","",1885-02-07,1930,1939
"823",339,"Sir Alexander Fleming","male","1881-08-06","Lochfield Scotland","1955-03-11","London United Kingdom","Physiology or Medicine",1945,"1/3","","for the discovery of penicillin and its curative effect in various infectious diseases","London University; London United Kingdom",1881-08-06,1940,1949
"824",693,"Sir Arthur Lewis","male","1915-01-23","Castries British West Indies (now Saint Lucia)","1991-06-15","Bridgetown Barbados","Economic Sciences",1979,"1/2","","for their pioneering research into economic development research with particular consideration of the problems of developing countries","Princeton University; Princeton NJ USA",1915-01-23,1970,1979
"825",488,"Sir Austen Chamberlain","male","1863-10-16","Birmingham United Kingdom","1937-03-16","London United Kingdom","Peace",1925,"1/2","","for his crucial role in bringing about the Locarno Treaty","",1863-10-16,1920,1929
"826",394,"Sir Bernard Katz","male","1911-03-26","Leipzig Germany","2003-04-20","London United Kingdom","Physiology or Medicine",1970,"1/3","","for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation","University College; London United Kingdom",1911-03-26,1970,1979
"827",37,"Sir Chandrasekhara Venkata Raman","male","1888-11-07","Tiruchirappalli India","1970-11-21","Bangalore India","Physics",1930,"1","","for his work on the scattering of light and for the discovery of the effect named after him","Calcutta University; Calcutta India",1888-11-07,1930,1939
"828",323,"Sir Charles Sherrington","male","1857-11-27","London United Kingdom","1952-03-04","Eastbourne United Kingdom","Physiology or Medicine",1932,"1/2","","for their discoveries regarding the functions of neurons","University of Oxford; Oxford United Kingdom",1857-11-27,1930,1939
"829",219,"Sir Cyril Hinshelwood","male","1897-05-19","London United Kingdom","1967-10-09","London United Kingdom","Chemistry",1956,"1/2","","for their researches into the mechanism of chemical reactions","University of Oxford; Oxford United Kingdom",1897-05-19,1950,1959
"830",369,"Sir Frank Macfarlane Burnet","male","1899-09-03","Traralgon Australia","1985-08-31","Melbourne Australia","Physiology or Medicine",1960,"1/2","","for discovery of acquired immunological tolerance","Walter and Eliza Hall Institute for Medical Research; Melbourne Australia",1899-09-03,1960,1969
"831",320,"Sir Frederick Hopkins","male","1861-06-20","Eastbourne United Kingdom","1947-05-16","Cambridge United Kingdom","Physiology or Medicine",1929,"1/2","","for his discovery of the growth-stimulating vitamins","University of Cambridge; Cambridge United Kingdom",1861-06-20,1920,1929
"832",965,"Sir Gregory P. Winter","male","1951-04-14","Leicester United Kingdom","","","Chemistry",2018,"1/4","","for the phage display of peptides and antibodies","MRC Laboratory of Molecular Biology; Cambridge United Kingdom",1951-04-14,2010,2019
"833",285,"Sir Harold Kroto","male","1939-10-07","Wisbech United Kingdom","2016-04-30","Lewes East Sussex United Kingdom","Chemistry",1996,"1/3","","for their discovery of fullerenes","University of Sussex; Brighton United Kingdom",1939-10-07,1990,1999
"834",330,"Sir Henry Dale","male","1875-06-09","London United Kingdom","1968-07-23","Cambridge United Kingdom","Physiology or Medicine",1936,"1/2","","for their discoveries relating to chemical transmission of nerve impulses","National Institute for Medical Research; London United Kingdom",1875-06-09,1930,1939
"835",341,"Sir Howard Florey","male","1898-09-24","Adelaide Australia","1968-02-21","Oxford United Kingdom","Physiology or Medicine",1945,"1/3","","for the discovery of penicillin and its curative effect in various infectious diseases","University of Oxford; Oxford United Kingdom",1898-09-24,1940,1949
"836",932,"Sir J. Fraser Stoddart","male","1942-05-24","Edinburgh United Kingdom","","","Chemistry",2016,"1/3","","for the design and synthesis of molecular machines","Northwestern University; Evanston IL USA",1942-05-24,2010,2019
"837",437,"Sir James W. Black","male","1924-06-14","Uddingston Scotland","2010-03-21","N/A","Physiology or Medicine",1988,"1/3","","for their discoveries of important principles for drug treatment","London University King's College Hospital Medical School; London United Kingdom",1924-06-14,1980,1989
"838",874,"Sir John B. Gurdon","male","1933-10-02","Dippenhall United Kingdom","","","Physiology or Medicine",2012,"1/2","","for the discovery that mature cells can be reprogrammed to become pluripotent","Gurdon Institute; Cambridge United Kingdom",1933-10-02,2010,2019
"839",375,"Sir John Eccles","male","1903-01-27","Melbourne Australia","1997-05-02","Contra Switzerland","Physiology or Medicine",1963,"1/3","","for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane","Australian National University; Canberra Australia",1903-01-27,1960,1969
"840",812,"Sir Martin J. Evans","male","1941-01-01","Stroud United Kingdom","","","Physiology or Medicine",2007,"1/3","","for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells","Cardiff University; Cardiff United Kingdom",1941-01-01,2000,2009
"841",108,"Sir Nevill F. Mott","male","1905-09-30","Leeds United Kingdom","1996-08-08","Milton Keynes United Kingdom","Physics",1977,"1/3","","for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","University of Cambridge; Cambridge United Kingdom",1905-09-30,1970,1979
"842",498,"Sir Norman Angell","male","1872-12-26","Holbeach United Kingdom","1967-10-07","Croydon United Kingdom","Peace",1933,"1","","for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace","",1872-12-26,1930,1939
"843",737,"Sir Paul Nurse","male","1949-01-25","Norwich United Kingdom","","","Physiology or Medicine",2001,"1/3","","for their discoveries of key regulators of the cell cycle","Imperial Cancer Research Fund; London United Kingdom",1949-01-25,2000,2009
"844",971,"Sir Peter J. Ratcliffe","male","1954-05-14","Lancashire United Kingdom","","","Physiology or Medicine",2019,"1/3","","for their discoveries of how cells sense and adapt to oxygen availability","University of Oxford; Oxford United Kingdom; Francis Crick Institute; London United Kingdom",1954-05-14,2010,2019
"845",765,"Sir Peter Mansfield","male","1933-10-09","London United Kingdom","2017-02-08","N/A","Physiology or Medicine",2003,"1/2","","for their discoveries concerning magnetic resonance imaging","University of Nottingham School of Physics and Astronomy; Nottingham United Kingdom",1933-10-09,2000,2009
"846",207,"Sir Robert Robinson","male","1886-09-13","Rufford near Chesterfield United Kingdom","1975-02-08","Great Missenden United Kingdom","Chemistry",1947,"1","","for his investigations on plant products of biological importance especially the alkaloids","University of Oxford; Oxford United Kingdom",1886-09-13,1940,1949
"847",163,"Sir William Ramsay","male","1852-10-02","Glasgow Scotland","1916-07-23","High Wycombe United Kingdom","Chemistry",1904,"1","","in recognition of his services in the discovery of the inert gaseous elements in air and his determination of their place in the periodic system","University College; London United Kingdom",1852-10-02,1900,1909
"848",242,"Stanford Moore","male","1913-09-04","Chicago IL USA","1982-08-23","New York NY USA","Chemistry",1972,"1/4","","for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule","Rockefeller University; New York NY USA",1913-09-04,1970,1979
"849",457,"Stanley B. Prusiner","male","1942-05-28","Des Moines IA USA","","","Physiology or Medicine",1997,"1","","for his discovery of Prions - a new biological principle of infection","University of California School of Medicine; San Francisco CA USA",1942-05-28,1990,1999
"850",434,"Stanley Cohen","male","1922-11-17","Brooklyn NY USA","2020-02-05","Nashville TN USA","Physiology or Medicine",1986,"1/2","","for their discoveries of growth factors","Vanderbilt University School of Medicine; Nashville TN USA",1922-11-17,1980,1989
"851",910,"Stefan W. Hell","male","1962-12-23","Arad Romania","","","Chemistry",2014,"1/3","","for the development of super-resolved fluorescence microscopy","Max Planck Institute for Biophysical Chemistry; Göttingen Germany; German Cancer Research Center; Heidelberg Germany",1962-12-23,2010,2019
"852",152,"Steven Chu","male","1948-02-28","St. Louis MO USA","","","Physics",1997,"1/3","","for development of methods to cool and trap atoms with laser light","Stanford University; Stanford CA USA",1948-02-28,1990,1999
"853",115,"Steven Weinberg","male","1933-05-03","New York NY USA","","","Physics",1979,"1/3","","for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current","Harvard University; Cambridge MA USA",1933-05-03,1970,1979
"854",122,"Subramanyan Chandrasekhar","male","1910-10-19","Lahore India (now Pakistan)","1995-08-21","Chicago IL USA","Physics",1983,"1/2","","for his theoretical studies of the physical processes of importance to the structure and evolution of the stars","University of Chicago; Chicago IL USA",1910-10-19,1980,1989
"855",569,"Sully Prudhomme","male","1839-03-16","Paris France","1907-09-07","Châtenay France","Literature",1901,"1","","in special recognition of his poetic composition which gives evidence of lofty idealism artistic perfection and a rare combination of the qualities of both heart and intellect","",1839-03-16,1900,1909
"856",425,"Sune K. Bergström","male","1916-01-10","Stockholm Sweden","2004-08-15","Stockholm Sweden","Physiology or Medicine",1982,"1/3","","for their discoveries concerning prostaglandins and related biologically active substances","Karolinska Institutet; Stockholm Sweden",1916-01-10,1980,1989
"857",436,"Susumu Tonegawa","male","1939-09-05","Nagoya Japan","","","Physiology or Medicine",1987,"1","","for his discovery of the genetic principle for generation of antibody diversity","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1939-09-05,1980,1989
"858",162,"Svante Arrhenius","male","1859-02-19","Vik Sweden","1927-10-02","Stockholm Sweden","Chemistry",1903,"1","","in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation","Stockholm University; Stockholm Sweden",1859-02-19,1900,1909
"859",924,"Svetlana Alexievich","female","1948-05-31","Ivano-Frankivsk Ukraine","","","Literature",2015,"1","","for her polyphonic writings a monument to suffering and courage in our time","",1948-05-31,2010,2019
"860",750,"Sydney Brenner","male","1927-01-13","Germiston South Africa","2019-04-05","Singapore","Physiology or Medicine",2002,"1/3","","for their discoveries concerning genetic regulation of organ development and programmed cell death'","The Molecular Sciences Institute; Berkeley CA USA",1927-01-13,2000,2009
"861",619,"T.S. Eliot","male","1888-09-26","St. Louis MO USA","1965-01-04","London United Kingdom","Literature",1948,"1","","for his outstanding pioneer contribution to present-day poetry","",1888-09-26,1940,1949
"862",350,"Tadeus Reichstein","male","1897-07-20","Wloclawek Poland","1996-08-01","Basel Switzerland","Physiology or Medicine",1950,"1/3","","for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects","Basel University; Basel Switzerland",1897-07-20,1950,1959
"863",919,"Takaaki Kajita","male","1959-03-09","Higashimatsuyama Japan","","","Physics",2015,"1/2","","for the discovery of neutrino oscillations which shows that neutrinos have mass","University of Tokyo; Kashiwa Japan",1959-03-09,2010,2019
"864",959,"Tasuku Honjo","male","1942-01-27","Kyoto Japan","","","Physiology or Medicine",2018,"1/2","","for their discovery of cancer therapy by inhibition of negative immune regulation","Kyoto University; Kyoto Japan",1942-01-27,2010,2019
"865",871,"Tawakkol Karman","female","1979-02-07","Ta'izz Yemen","","","Peace",2011,"1/3","","for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work","",1979-02-07,2010,2019
"866",551,"The 14th Dalai Lama","male","1935-07-06","Taktser Tibet (now China)","","","Peace",1989,"1","","for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people","",1935-07-06,1980,1989
"867",183,"The Svedberg","male","1884-08-30","Fleräng Sweden","1971-02-25","Örebro Sweden","Chemistry",1926,"1","","for his work on disperse systems","Uppsala University; Uppsala Sweden",1884-08-30,1920,1929
"868",303,"Theodor Kocher","male","1841-08-25","Bern Switzerland","1917-07-27","Bern Switzerland","Physiology or Medicine",1909,"1","","for his work on the physiology pathology and surgery of the thyroid gland","Berne University; Bern Switzerland",1841-08-25,1900,1909
"869",571,"Theodor Mommsen","male","1817-11-30","Garding Schleswig (now Germany)","1903-11-01","Charlottenburg Germany","Literature",1902,"1","","the greatest living master of the art of historical writing with special reference to his monumental work <I>A history of Rome</I>","",1817-11-30,1900,1909
"870",793,"Theodor W. Hänsch","male","1941-10-30","Heidelberg Germany","","","Physics",2005,"1/4","","for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique","Max-Planck-Institut für Quantenoptik; Garching Germany; Ludwig-Maximilians- Universität; Munich Germany",1941-10-30,2000,2009
"871",470,"Theodore Roosevelt","male","1858-10-27","New York NY USA","1919-01-06","Oyster Bay NY USA","Peace",1906,"1","","for his role in bringing to an end the bloody war recently waged between two of the world's great powers Japan and Russia","",1858-10-27,1900,1909
"872",175,"Theodore W. Richards","male","1868-01-31","Germantown PA USA","1928-04-02","Cambridge MA USA","Chemistry",1914,"1","","in recognition of his accurate determinations of the atomic weight of a large number of chemical elements","Harvard University; Cambridge MA USA",1868-01-31,1910,1919
"873",692,"Theodore W. Schultz","male","1902-04-30","Arlington SD USA","1998-02-26","Evanston IL USA","Economic Sciences",1979,"1/2","","for their pioneering research into economic development research with particular consideration of the problems of developing countries","University of Chicago; Chicago IL USA",1902-04-30,1970,1979
"874",842,"Thomas A. Steitz","male","1940-08-23","Milwaukee WI USA","2018-08-23","Branford CT USA","Chemistry",2009,"1/3","","for studies of the structure and function of the ribosome","Yale University; New Haven CT USA; Howard Hughes Medical Institute; N/A",1940-08-23,2000,2009
"875",800,"Thomas C. Schelling","male","1921-04-14","Oakland CA USA","2016-12-13","Bethesda MD USA","Economic Sciences",2005,"1/2","","for having enhanced our understanding of conflict and cooperation through game-theory analysis","University of Maryland Department of Economics and School of Public Policy; College Park MD USA",1921-04-14,2000,2009
"876",886,"Thomas C. Südhof","male","1955-12-22","Göttingen Germany","","","Physiology or Medicine",2013,"1/3","","for their discoveries of machinery regulating vesicle traffic a major transport system in our cells","Stanford University; Stanford CA USA; Howard Hughes Medical Institute; N/A",1955-12-22,2010,2019
"877",325,"Thomas H. Morgan","male","1866-09-25","Lexington KY USA","1945-12-04","Pasadena CA USA","Physiology or Medicine",1933,"1","","for his discoveries concerning the role played by the chromosome in heredity","California Institute of Technology (Caltech); Pasadena CA USA",1866-09-25,1930,1939
"878",357,"Thomas H. Weller","male","1915-06-15","Ann Arbor MI USA","2008-08-23","Needham MA USA","Physiology or Medicine",1954,"1/3","","for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue","Research Division of Infectious Diseases Children's Medical Center; Boston MA USA",1915-06-15,1950,1959
"879",872,"Thomas J. Sargent","male","1943-07-19","Pasadena CA USA","","","Economic Sciences",2011,"1/2","","for their empirical research on cause and effect in the macroeconomy","New York University; New York NY USA",1943-07-19,2010,2019
"880",602,"Thomas Mann","male","1875-06-06","Lübeck Germany","1955-08-12","Zurich Switzerland","Literature",1929,"1","","principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature","",1875-06-06,1920,1929
"881",274,"Thomas R. Cech","male","1947-12-08","Chicago IL USA","","","Chemistry",1989,"1/2","","for their discovery of catalytic properties of RNA","University of Colorado; Boulder CO USA",1947-12-08,1980,1989
"882",736,"Tim Hunt","male","1943-02-19","Neston United Kingdom","","","Physiology or Medicine",2001,"1/3","","for their discoveries of key regulators of the cell cycle","Imperial Cancer Research Fund; London United Kingdom",1943-02-19,2000,2009
"883",687,"Tjalling C. Koopmans","male","1910-08-28","'s Graveland the Netherlands","1985-02-26","New Haven CT USA","Economic Sciences",1975,"1/2","","for their contributions to the theory of optimum allocation of resources","Yale University; New Haven CT USA",1910-08-28,1970,1979
"884",478,"Tobias Asser","male","1838-04-28","Amsterdam the Netherlands","1913-07-29","the Hague the Netherlands","Peace",1911,"1/2","","for his role as co-founder of the Institut de droit international initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague and pioneer in the field of international legal relations","",1838-04-28,1910,1919
"885",921,"Tomas Lindahl","male","1938-01-28","Stockholm Sweden","","","Chemistry",2015,"1/3","","for mechanistic studies of DNA repair","Francis Crick Institute; Hertfordshire United Kingdom; Clare Hall Laboratory; Hertfordshire United Kingdom",1938-01-28,2010,2019
"886",868,"Tomas Tranströmer","male","1931-04-15","Stockholm Sweden","2015-03-26","Stockholm Sweden","Literature",2011,"1","","because through his condensed translucent images he gives us fresh access to reality","",1931-04-15,2010,2019
"887",670,"Toni Morrison","female","1931-02-18","Lorain OH USA","2019-08-05","New York NY USA","Literature",1993,"1","","who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality","",1931-02-18,1990,1999
"888",424,"Torsten N. Wiesel","male","1924-06-03","Uppsala Sweden","","","Physiology or Medicine",1981,"1/4","","for their discoveries concerning information processing in the visual system","Harvard Medical School; Boston MA USA",1924-06-03,1980,1989
"889",828,"Toshihide Maskawa","male","1940-02-07","Nagoya Japan","","","Physics",2008,"1/4","","for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature","Kyoto Sangyo University; Kyoto Japan; Yukawa Institute for Theoretical Physics (YITP) Kyoto University; Kyoto Japan",1940-02-07,2000,2009
"890",703,"Trygve Haavelmo","male","1911-12-13","Skedsmo Norway","1999-07-26","Oslo Norway","Economic Sciences",1989,"1","","for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures","University of Oslo; Oslo Norway",1911-12-13,1980,1989
"891",69,"Tsung-Dao Lee","male","1926-11-24","Shanghai China","","","Physics",1957,"1/2","","for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles","Columbia University; New York NY USA",1926-11-24,1950,1959
"892",918,"Tu Youyou","female","1930-12-30","Zhejiang Ningbo China","","","Physiology or Medicine",2015,"1/2","","for her discoveries concerning a novel therapy against Malaria","China Academy of Traditional Chinese Medicine; Beijing China",1930-12-30,2010,2019
"893",395,"Ulf von Euler","male","1905-02-07","Stockholm Sweden","1983-03-09","Stockholm Sweden","Physiology or Medicine",1970,"1/3","","for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation","Karolinska Institutet; Stockholm Sweden",1905-02-07,1970,1979
"894",748,"United Nations","org","1945-00-00","New York NY USA","","","Peace",2001,"1/2","","for their work for a better organized and more peaceful world","",1945-01-01,2000,2009
"895",525,"United Nations Children's Fund","org","1946-00-00","New York NY USA","","","Peace",1965,"1","","for its effort to enhance solidarity between nations and reduce the difference between rich and poor states","",1946-01-01,1960,1969
"896",550,"United Nations Peacekeeping Forces","org","1948-00-00","New York NY USA","","","Peace",1988,"1","","for preventing armed clashes and creating conditions for negotiations","",1948-01-01,1980,1989
